Gene stable ID,Gene name,FlyBase annotation ID,Gene type,Gene description
FBgn0011869,Gly-GCC-1-10,CR30214,tRNA,Glycine-GCC 1-10
FBgn0264552,CG43931,CG43931,protein_coding,CG43931
FBgn0288811,CR46526,CR46526,pseudogene,CR46526
FBgn0032197,ova,CG5694,protein_coding,ovaries absent
FBgn0041241,Gr47b,CG30030,protein_coding,Gustatory receptor 47b
FBgn0036870,CG14095,CG14095,protein_coding,CG14095
FBgn0035695,CG10226,CG10226,protein_coding,CG10226
FBgn0263476,CG32479-b,CR43591,snoRNA,CR43591
FBgn0038499,Brf,CG31256,protein_coding,Brf RNA polymerase III subunit
FBgn0053147,Hs3st-A,CG33147,protein_coding,Heparan sulfate 3-O sulfotransferase-A
FBgn0029147,NtR,CG6698,protein_coding,NtR
FBgn0000075,amd,CG10501,protein_coding,alpha methyl dopa-resistant
FBgn0038194,Cyp6d5,CG3050,protein_coding,Cytochrome P450 6d5
FBgn0266915,CR45375,CR45375,ncRNA,CR45375
FBgn0035155,RabX6,CG12015,protein_coding,RabX6
FBgn0054044,CR34044,CR34044,ncRNA,CR34044
FBgn0265744,CR44551,CR44551,ncRNA,CR44551
FBgn0265155,CR44224,CR44224,ncRNA,CR44224
FBgn0029176,eEF1gamma,CG11901,protein_coding,eukaryotic translation elongation factor 1 gamma
FBgn0029659,CG16782,CG16782,protein_coding,CG16782
FBgn0004868,Gdi,CG4422,protein_coding,GDP dissociation inhibitor
FBgn0052203,Spn75F,CG32203,protein_coding,Serpin 75F
FBgn0085344,CG34315,CG34315,protein_coding,CG34315
FBgn0053886,CG33886,CG33886,protein_coding,CG33886
FBgn0011335,vers,CG6801,protein_coding,versatile
FBgn0266758,Esyt2,CG6643,protein_coding,Extended synaptotagmin-like protein 2
FBgn0033809,CG4630,CG4630,protein_coding,CG4630
FBgn0000546,EcR,CG1765,protein_coding,Ecdysone receptor
FBgn0038742,Arc42,CG4703,protein_coding,Activator-recruited cofactor subunit 42
FBgn0029822,CG12236,CG12236,protein_coding,CG12236
FBgn0038188,Art9,CG9929,protein_coding,Arginine methyltransferase 9
FBgn0000492,Dr,CG1897,protein_coding,Drop
FBgn0052126,Pro-AGG-1-7,CR32126,tRNA,Proline-AGG 1-7
FBgn0037835,CG14687,CG14687,protein_coding,CG14687
FBgn0010235,Klc,CG5433,protein_coding,Kinesin light chain
FBgn0263494,CR43483,CR43483,pseudogene,CR43483
FBgn0030720,CG8939,CG8939,protein_coding,CG8939
FBgn0026143,Cdc45,CG3658,protein_coding,Cell division cycle 45
FBgn0260954,CG42586,CG42586,protein_coding,CG42586
FBgn0032096,Or30a,CG13106,protein_coding,Odorant receptor 30a
FBgn0025833,CG8910,CG8910,protein_coding,CG8910
FBgn0261396,Rpn3,CG42641,protein_coding,Regulatory particle non-ATPase 3
FBgn0264922,Sumo,CG4494,protein_coding,Small ubiquitin like modifier
FBgn0030224,CG12637,CG12637,protein_coding,CG12637
FBgn0267824,PRAS40,CG46146,protein_coding,Proline-rich Akt substrate 40 kDa
FBgn0052843,Dh31-R,CG32843,protein_coding,Diuretic hormone 31 Receptor
FBgn0036607,CG13059,CG13059,protein_coding,CG13059
FBgn0031977,baf,CG7380,protein_coding,barrier to autointegration factor
FBgn0085324,CG34295,CG34295,protein_coding,CG34295
FBgn0037722,CG8319,CG8319,protein_coding,CG8319
FBgn0015299,Ssb-c31a,CG8396,protein_coding,Single stranded-binding protein c31A
FBgn0035089,Phk-3,CG9358,protein_coding,Pherokine 3
FBgn0035316,CG15878,CG15878,protein_coding,CG15878
FBgn0050430,CG30430,CG30430,protein_coding,CG30430
FBgn0031016,kek5,CG12199,protein_coding,kekkon 5
FBgn0035077,CG9083,CG9083,protein_coding,CG9083
FBgn0013303,Nca,CG7641,protein_coding,Neurocalcin
FBgn0039718,CG15517,CG15517,protein_coding,CG15517
FBgn0036480,Cep135,CG17081,protein_coding,Centrosomal protein 135kDa
FBgn0265790,CR44579,CR44579,ncRNA,CR44579
FBgn0266891,CR45351,CR45351,ncRNA,CR45351
FBgn0032287,CG6415,CG6415,protein_coding,CG6415
FBgn0000489,Pka-C3,CG6117,protein_coding,"Protein kinase, cAMP-dependent, catalytic subunit 3"
FBgn0259171,Pde9,CG42276,protein_coding,Phosphodiesterase 9
FBgn0015509,Cul1,CG1877,protein_coding,Cullin 1
FBgn0035710,SP1173,CG10121,protein_coding,SP1173
FBgn0040236,c11.1,CG12132,protein_coding,c11.1
FBgn0032214,CG4968,CG4968,protein_coding,CG4968
FBgn0025692,Lfg,CG3814,protein_coding,Lifeguard
FBgn0036629,GluRS-m,CG4573,protein_coding,"Glutamyl-tRNA synthetase, mitochondrial"
FBgn0003137,Ppn,CG33103,protein_coding,Papilin
FBgn0266954,CR45405,CR45405,ncRNA,CR45405
FBgn0063384,54Eb,CR32890,snoRNA,54Eb
FBgn0054045,CG34045,CG34045,protein_coding,CG34045
FBgn0031129,CG1324,CG1324,protein_coding,CG1324
FBgn0267739,CR46070,CR46070,ncRNA,CR46070
FBgn0085211,RpS28-like,CG34182,protein_coding,Ribosomal protein S28-like
FBgn0004580,Cbp53E,CG6702,protein_coding,Calbindin 53E
FBgn0266049,CR44814,CR44814,ncRNA,CR44814
FBgn0031590,CG3702,CG3702,protein_coding,CG3702
FBgn0037541,CG2747,CG2747,protein_coding,CG2747
FBgn0036929,CG7668,CG7668,protein_coding,CG7668
FBgn0033712,mIF3,CG13163,protein_coding,mitochondrial translation initiation factor 3
FBgn0039349,Ssadh,CG4685,protein_coding,Succinic semialdehyde dehydrogenase
FBgn0039337,MED28,CG5121,protein_coding,Mediator complex subunit 28
FBgn0051053,nenya,CG31053,protein_coding,nenya
FBgn0000244,by,CG9379,protein_coding,blistery
FBgn0265868,CR44657,CR44657,ncRNA,CR44657
FBgn0036640,nxf2,CG4118,protein_coding,nuclear RNA export factor 2
FBgn0030752,Cdc50,CG9947,protein_coding,Cell division cycle 50
FBgn0267646,CR45984,CR45984,ncRNA,CR45984
FBgn0027091,CysRS,CG8431,protein_coding,Cysteinyl-tRNA synthetase
FBgn0262191,mir-2497,CR42898,ncRNA,mir-2497 stem loop
FBgn0031715,tomb,CG14016,protein_coding,tombola
FBgn0031564,CG2816,CG2816,protein_coding,CG2816
FBgn0266783,CR45248,CR45248,ncRNA,CR45248
FBgn0040823,dpr6,CG14162,protein_coding,defective proboscis extension response 6
FBgn0035360,CG1246,CG1246,protein_coding,CG1246
FBgn0267439,CR45789,CR45789,ncRNA,CR45789
FBgn0267259,CR45695,CR45695,ncRNA,CR45695
FBgn0039215,CG6695,CG6695,protein_coding,CG6695
FBgn0004430,LysS,CG1165,protein_coding,Lysozyme S
FBgn0265612,CR44430,CR44430,ncRNA,CR44430
FBgn0045473,Gr85a,CG31405,protein_coding,Gustatory receptor 85a
FBgn0026162,Lys-TTT-2-1,CR31490,tRNA,Lysine-TTT 2-1
FBgn0036024,CG18180,CG18180,protein_coding,CG18180
FBgn0037940,CG14720,CG14720,protein_coding,CG14720
FBgn0038087,beat-Va,CG10134,protein_coding,beaten path Va
FBgn0266988,CR45439,CR45439,ncRNA,CR45439
FBgn0039155,Kal1,CG6173,protein_coding,Kallmann syndrome 1
FBgn0010350,Cds,CG7962,protein_coding,CDP-diacylglycerol synthase
FBgn0040773,COX7C,CG2249,protein_coding,Cytochrome c oxidase subunit 7C
FBgn0042701,CR12628,CR12628,pseudogene,Microsomal glutathione S-transferase-like pseudogene
FBgn0003312,sad,CG14728,protein_coding,shadow
FBgn0015245,Hsp60A,CG12101,protein_coding,Heat shock protein 60A
FBgn0000636,Fas3,CG5803,protein_coding,Fasciclin 3
FBgn0033264,Nup50,CG2158,protein_coding,Nucleoporin 50kD
FBgn0015793,Rab19,CG7062,protein_coding,Rab19
FBgn0264787,CR44017,CR44017,ncRNA,CR44017
FBgn0033820,CG4716,CG4716,protein_coding,CG4716
FBgn0265717,CR44524,CR44524,ncRNA,CR44524
FBgn0036690,Ilp8,CG14059,protein_coding,Insulin-like peptide 8
FBgn0266956,CR45407,CR45407,ncRNA,CR45407
FBgn0053903,CG33903,CG33903,protein_coding,CG33903
FBgn0038978,tHMG1,CG7045,protein_coding,testis-enriched HMG-box-containing protein 1
FBgn0034346,PIG-O,CG12263,protein_coding,Phosphatidylinositol glycan anchor biosynthesis class O
FBgn0032435,Oatp33Eb,CG6417,protein_coding,Organic anion transporting polypeptide 33Eb
FBgn0028717,Lnk,CG17367,protein_coding,Lnk
FBgn0035091,CG3829,CG3829,protein_coding,CG3829
FBgn0261445,sgl,CG10072,protein_coding,sugarless
FBgn0029114,Tollo,CG6890,protein_coding,Tollo
FBgn0051164,Ir94a,CG31164,protein_coding,Ionotropic receptor 94a
FBgn0262838,BomT1,CG43202,protein_coding,Bomanin Tailed 1
FBgn0263616,CR43625,CR43625,ncRNA,CR43625
FBgn0029706,CG3626,CG3626,protein_coding,CG3626
FBgn0265934,CR44723,CR44723,ncRNA,CR44723
FBgn0046687,Tre1,CG3171,protein_coding,Trapped in endoderm 1
FBgn0025336,CG4882,CG4882,protein_coding,CG4882
FBgn0033381,GstE13,CG11784,protein_coding,Glutathione S transferase E13
FBgn0041171,ago,CG15010,protein_coding,archipelago
FBgn0266321,CR44986,CR44986,ncRNA,CR44986
FBgn0003741,tra,CG16724,protein_coding,transformer
FBgn0265831,CR44620,CR44620,ncRNA,CR44620
FBgn0263455,CR43478,CR43478,ncRNA,CR43478
FBgn0038876,Idi,CG5919,protein_coding,Isopentenyl-diphosphate delta isomerase
FBgn0033672,rho-7,CG8972,protein_coding,rhomboid-7
FBgn0051889,Asp-GTC-1-7,CR31889,tRNA,Aspartic acid-GTC 1-7
FBgn0266911,CR45371,CR45371,ncRNA,CR45371
FBgn0263993,CG43736,CG43736,protein_coding,CG43736
FBgn0001148,gsb,CG3388,protein_coding,gooseberry
FBgn0037254,sac,CG14651,protein_coding,sterile affecting ciliogenesis
FBgn0262403,mir-278,CR42945,ncRNA,mir-278 stem loop
FBgn0052650,CG32650,CG32650,protein_coding,CG32650
FBgn0032163,TbCMF46,CG13125,protein_coding,TbCMF46
FBgn0052546,Pro-CGG-2-1,CR32546,tRNA,Proline-CGG 2-1
FBgn0266197,CR44892,CR44892,ncRNA,CR44892
FBgn0267230,CR45670,CR45670,ncRNA,CR45670
FBgn0265304,CR44277,CR44277,ncRNA,CR44277
FBgn0086347,Myo31DF,CG7438,protein_coding,Myosin 31DF
FBgn0265700,CR44507,CR44507,ncRNA,CR44507
FBgn0267312,CR45748,CR45748,ncRNA,CR45748
FBgn0031077,THADA,CG15618,protein_coding,THADA
FBgn0051481,pb,CG31481,protein_coding,proboscipedia
FBgn0264477,CR43885,CR43885,ncRNA,CR43885
FBgn0085664,CR41519,CR41519,pseudogene,CR41519
FBgn0031379,CG7289,CG7289,protein_coding,CG7289
FBgn0033050,Pngl,CG7865,protein_coding,PNGase-like
FBgn0034853,Ice1,CG13550,protein_coding,Interacts with the C terminus of ELL 1
FBgn0041183,Tep1,CG18096,protein_coding,Thioester-containing protein 1
FBgn0000018,abo,CG6093,protein_coding,abnormal oocyte
FBgn0265631,CG44438,CG44438,protein_coding,CG44438
FBgn0037680,pasi2,CG8121,protein_coding,pasiflora 2
FBgn0086712,Egm,CG9006,protein_coding,Enigma
FBgn0037179,CG14453,CG14453,protein_coding,CG14453
FBgn0042110,CG18765,CG18765,protein_coding,CG18765
FBgn0035678,CG10469,CG10469,protein_coding,CG10469
FBgn0266964,CR45415,CR45415,ncRNA,CR45415
FBgn0266710,hog,CG32595,protein_coding,hog
FBgn0039283,danr,CG13651,protein_coding,distal antenna-related
FBgn0052536,CG32536,CG32536,protein_coding,CG32536
FBgn0015527,peng,CG1685,protein_coding,penguin
FBgn0053958,CG33958,CG33958,protein_coding,CG33958
FBgn0262900,CG43255,CG43255,protein_coding,CG43255
FBgn0000182,BicC,CG4824,protein_coding,Bicaudal C
FBgn0032052,PIG-U,CG13089,protein_coding,Phosphatidylinositol glycan anchor biosynthesis class U
FBgn0263979,Caf1-55,CG4236,protein_coding,"Chromatin assembly factor 1, p55 subunit"
FBgn0050099,CG30099,CG30099,protein_coding,CG30099
FBgn0050159,CG30159,CG30159,protein_coding,CG30159
FBgn0038564,CG7785,CG7785,protein_coding,CG7785
FBgn0267954,CR46234,CR46234,ncRNA,CR46234
FBgn0013759,CASK,CG6703,protein_coding,CASK
FBgn0266050,CG44815,CG44815,protein_coding,CG44815
FBgn0262987,CG43295,CG43295,protein_coding,CG43295
FBgn0036876,CG9451,CG9451,protein_coding,CG9451
FBgn0037042,CG12984,CG12984,protein_coding,CG12984
FBgn0039523,CG12885,CG12885,protein_coding,CG12885
FBgn0030395,Mks1,CG15730,protein_coding,"Meckel syndrome, type 1"
FBgn0005674,GluProRS,CG5394,protein_coding,Glutamyl-prolyl-tRNA synthetase
FBgn0030874,Spt7,CG6506,protein_coding,Spt7
FBgn0029856,CG11700,CG11700,protein_coding,CG11700
FBgn0026399,Or85e,CG9700,protein_coding,Odorant receptor 85e
FBgn0083053,Psi18S-1347b,CR34545,snoRNA,Psi18S-1347b
FBgn0085444,mute,CG34415,protein_coding,muscle wasted
FBgn0024945,NitFhit,CG7067,protein_coding,Nitrilase and fragile histidine triad fusion protein
FBgn0040736,BomS3,CG16844,protein_coding,Bomanin Short 3
FBgn0052529,Hers,CG32529,protein_coding,Histone gene-specific Epigenetic Repressor in late S phase
FBgn0038601,Polr1E,CG18600,protein_coding,RNA polymerase I subunit E
FBgn0069354,Porin2,CG17137,protein_coding,Porin2
FBgn0283438,CG46280,CG46280,protein_coding,CG46280
FBgn0051752,CG31752,CG31752,protein_coding,CG31752
FBgn0052282,Drsl4,CG32282,protein_coding,Drosomycin-like 4
FBgn0052570,TwdlY,CG32570,protein_coding,TweedleY
FBgn0024987,ssx,CG3056,protein_coding,sister-of-Sex-lethal
FBgn0010053,Jheh1,CG15101,protein_coding,Juvenile hormone epoxide hydrolase 1
FBgn0051562,CR31562,CR31562,pseudogene,CR31562
FBgn0027584,CG4757,CG4757,protein_coding,CG4757
FBgn0261261,plx,CG42612,protein_coding,pollux
FBgn0266208,CR44903,CR44903,ncRNA,CR44903
FBgn0051473,CG31473,CG31473,protein_coding,CG31473
FBgn0267711,CR46044,CR46044,ncRNA,CR46044
FBgn0051259,CG31259,CG31259,protein_coding,CG31259
FBgn0030339,Cyp28c1,CG1895,protein_coding,Cytochrome P450 28c1
FBgn0085235,CG34206,CG34206,protein_coding,CG34206
FBgn0002283,l(3)73Ah,CG4195,protein_coding,lethal (3) 73Ah
FBgn0266264,CR44959,CR44959,ncRNA,CR44959
FBgn0011592,fra,CG8581,protein_coding,frazzled
FBgn0250838,roh,CG30415,protein_coding,reduction of Rh1
FBgn0267866,CR46154,CR46154,pseudogene,CR46154
FBgn0036987,CG5274,CG5274,protein_coding,CG5274
FBgn0262789,CR43170,CR43170,pseudogene,CR43170
FBgn0052034,Thr-AGT-3-1Psi,CR32034,pseudogene,Threonine-AGT 3-1 pseudogene
FBgn0037026,CG3634,CG3634,protein_coding,CG3634
FBgn0266983,CR45434,CR45434,ncRNA,CR45434
FBgn0265041,CG44158,CG44158,protein_coding,CG44158
FBgn0267650,pre-mod(mdg4)-AA,CG45988,protein_coding,CG45988
FBgn0087040,alphaTub67C,CG8308,protein_coding,alpha-Tubulin at 67C
FBgn0026056,Rlip,CG11622,protein_coding,Ral interacting protein
FBgn0040507,ACXD,CG5712,protein_coding,Adenylyl cyclase X D
FBgn0031676,senju,CG14040,protein_coding,senju
FBgn0030081,CG7246,CG7246,protein_coding,CG7246
FBgn0038732,Acsx2,CG11391,protein_coding,Acyl-CoA synthetase X2
FBgn0267748,CR46079,CR46079,ncRNA,CR46079
FBgn0085599,CG41284,CG41284,protein_coding,CG41284
FBgn0264298,CG43776,CG43776,protein_coding,CG43776
FBgn0264376,CR43828,CR43828,ncRNA,CR43828
FBgn0001263,inaD,CG3504,protein_coding,inactivation no afterpotential D
FBgn0039518,CG13978,CG13978,protein_coding,CG13978
FBgn0031975,Tg,CG7356,protein_coding,Transglutaminase
FBgn0031001,CG7884,CG7884,protein_coding,CG7884
FBgn0267140,CR45580,CR45580,ncRNA,CR45580
FBgn0286920,CR46420,CR46420,pseudogene,CR46420
FBgn0053647,CG33647,CG33647,protein_coding,CG33647
FBgn0250815,Jon65Aiv,CG6467,protein_coding,Jonah 65Aiv
FBgn0016977,spen,CG18497,protein_coding,split ends
FBgn0020647,KrT95D,CG5405,protein_coding,Krueppel target at 95D
FBgn0039560,BOD1,CG5514,protein_coding,Biorientation Defective 1
FBgn0031227,Pus10,CG3709,protein_coding,Pseudouridine synthase 10
FBgn0032609,CG13280,CG13280,protein_coding,CG13280
FBgn0003683,term,CG4216,protein_coding,terminus
FBgn0000482,dor,CG3093,protein_coding,deep orange
FBgn0026679,IntS4,CG12113,protein_coding,Integrator 4
FBgn0267558,CR45898,CR45898,ncRNA,CR45898
FBgn0037447,Neurochondrin,CG2330,protein_coding,Neurochondrin
FBgn0051206,CG31206,CG31206,protein_coding,CG31206
FBgn0039141,spas,CG5977,protein_coding,spastin
FBgn0039150,CG13605,CG13605,protein_coding,CG13605
FBgn0261524,lic,CG12244,protein_coding,licorne
FBgn0033846,mip120,CG6061,protein_coding,Myb-interacting protein 120
FBgn0003227,rec,CG31293,protein_coding,recombination-defective
FBgn0033404,Or45a,CG1978,protein_coding,Odorant receptor 45a
FBgn0036905,Vtld,CG14101,protein_coding,Viral tegument-like deubiquitinase
FBgn0051548,CG31548,CG31548,protein_coding,CG31548
FBgn0051973,Cda5,CG31973,protein_coding,Chitin deacetylase-like 5
FBgn0036994,CG5199,CG5199,protein_coding,CG5199
FBgn0020508,Ag5r2,CG9540,protein_coding,Antigen 5-related 2
FBgn0025741,PlexA,CG11081,protein_coding,Plexin A
FBgn0005671,Vha55,CG17369,protein_coding,Vacuolar H[+]-ATPase 55kD subunit
FBgn0267747,CR46078,CR46078,ncRNA,CR46078
FBgn0031422,PIG-Wa,CG9870,protein_coding,Phosphatidylinositol glycan anchor biosynthesis class W a
FBgn0082934,Me28S-G1083b,CR34563,snoRNA,Me28S-G1083b
FBgn0032296,CG6729,CG6729,protein_coding,CG6729
FBgn0004397,Vinc,CG3299,protein_coding,Vinculin
FBgn0267272,CR45708,CR45708,ncRNA,CR45708
FBgn0038859,Obp93a,CG17284,protein_coding,Odorant-binding protein 93a
FBgn0086900,Cpr65Ax1,CG34270,protein_coding,Cuticular protein 65Ax1
FBgn0036484,Pex3,CG6859,protein_coding,Peroxin 3
FBgn0028647,CG11902,CG11902,protein_coding,CG11902
FBgn0039045,Ctns,CG17119,protein_coding,Cystinosin
FBgn0053339,CG33339,CG33339,protein_coding,CG33339
FBgn0263036,CG43331,CG43331,protein_coding,CG43331
FBgn0030514,Mrgn1,CG9941,protein_coding,Mahogunin ring finger 1
FBgn0031623,Taf12L,CG15632,protein_coding,TBP-associated factor 30kD subunit alpha-2
FBgn0039007,CCAP,CG4910,protein_coding,Crustacean cardioactive peptide
FBgn0267158,CR45598,CR45598,ncRNA,CR45598
FBgn0053792,CG33792,CG33792,protein_coding,CG33792
FBgn0053928,CG33928,CG33928,protein_coding,CG33928
FBgn0052238,TTLL1B,CG32238,protein_coding,Tubulin tyrosine ligase-like 1B
FBgn0050343,Tsen15,CG30343,protein_coding,tRNA splicing endonuclease subunit 15
FBgn0260049,flr,CG10724,protein_coding,flare
FBgn0011802,Gem3,CG6539,protein_coding,Gemin 3
FBgn0058354,CR40354,CR40354,pseudogene,CR40354
FBgn0287645,ccb,CG14579,protein_coding,central complex broad
FBgn0267295,CR45731,CR45731,ncRNA,CR45731
FBgn0264566,CG43938,CG43938,protein_coding,CG43938
FBgn0039369,CG17195,CG17195,protein_coding,CG17195
FBgn0038307,mRpS10,CG4247,protein_coding,mitochondrial ribosomal protein S10
FBgn0042106,CG18754,CG18754,protein_coding,CG18754
FBgn0035204,Nt5a,CG2277,protein_coding,5' nucleotidase A
FBgn0028737,eEF1beta,CG6341,protein_coding,eukaryotic translation elongation factor 1 beta
FBgn0052206,CG32206,CG32206,protein_coding,CG32206
FBgn0267666,CR46004,CR46004,ncRNA,CR46004
FBgn0025625,Sik2,CG4290,protein_coding,Salt-inducible kinase 2
FBgn0050151,CG30151,CG30151,protein_coding,CG30151
FBgn0035046,ND-19,CG3683,protein_coding,NADH dehydrogenase (ubiquinone) 19 kDa subunit
FBgn0261823,Asx,CG8787,protein_coding,Additional sex combs
FBgn0050269,CG30269,CG30269,protein_coding,CG30269
FBgn0029657,CG12535,CG12535,protein_coding,CG12535
FBgn0004087,Dhfr,CG14887,protein_coding,Dihydrofolate reductase
FBgn0039685,Obp99b,CG7592,protein_coding,Odorant-binding protein 99b
FBgn0267451,CR45801,CR45801,ncRNA,CR45801
FBgn0039470,CG6296,CG6296,protein_coding,CG6296
FBgn0004425,LysB,CG1179,protein_coding,Lysozyme B
FBgn0034997,CG3376,CG3376,protein_coding,CG3376
FBgn0263472,9445205,CR43587,snoRNA,CR43587
FBgn0050169,Brca2,CG30169,protein_coding,"BRCA2, DNA repair associated"
FBgn0028978,trbl,CG5408,protein_coding,tribbles
FBgn0037996,CG4830,CG4830,protein_coding,CG4830
FBgn0004389,bnk,CG1480,protein_coding,bottleneck
FBgn0264517,CR43916,CR43916,ncRNA,CR43916
FBgn0032618,CG31743,CG31743,protein_coding,CG31743
FBgn0032734,CG15169,CG15169,protein_coding,CG15169
FBgn0288888,tx,CG5441,protein_coding,taxi
FBgn0267579,CR45919,CR45919,ncRNA,CR45919
FBgn0036858,CG14088,CG14088,protein_coding,CG14088
FBgn0014865,Mtk,CG8175,protein_coding,Metchnikowin
FBgn0037230,Nepl11,CG9780,protein_coding,Neprilysin-like 11
FBgn0266750,CR45223,CR45223,ncRNA,CR45223
FBgn0030614,CG9072,CG9072,protein_coding,CG9072
FBgn0053977,Dpm3,CG33977,protein_coding,Dolichyl-phosphate mannosyltransferase subunit 3
FBgn0037383,Sec20,CG2023,protein_coding,Secretory 20
FBgn0052252,CR32252,CR32252,ncRNA,CR32252
FBgn0025616,CG13359,CG13359,protein_coding,CG13359
FBgn0266366,CR45014,CR45014,ncRNA,CR45014
FBgn0287216,CR46446,CR46446,ncRNA,CR46446
FBgn0033216,CG1946,CG1946,protein_coding,CG1946
FBgn0004647,N,CG3936,protein_coding,Notch
FBgn0032420,CG6583,CG6583,protein_coding,CG6583
FBgn0052009,CR32009,CR32009,pseudogene,CR32009
FBgn0264509,CR43908,CR43908,ncRNA,CR43908
FBgn0052683,CG32683,CG32683,protein_coding,CG32683
FBgn0034924,CG17658,CG17658,protein_coding,CG17658
FBgn0035168,Cep290,CG13889,protein_coding,Centrosomal protein 290kDa
FBgn0015402,ksr,CG2899,protein_coding,kinase suppressor of ras
FBgn0264995,CR44146,CR44146,ncRNA,CR44146
FBgn0259951,Sfp24Ba,CG42461,protein_coding,Seminal fluid protein 24Ba
FBgn0266143,CR44849,CR44849,ncRNA,CR44849
FBgn0065096,359,CR33712,ncRNA,small non-coding RNA 359
FBgn0266776,CR45241,CR45241,ncRNA,CR45241
FBgn0040503,CG7763,CG7763,protein_coding,CG7763
FBgn0038421,CG17931,CG17931,protein_coding,CG17931
FBgn0051717,CG31717,CG31717,protein_coding,CG31717
FBgn0263519,mir-4964,CR43504,ncRNA,mir-4964 stem loop
FBgn0022764,Sin3A,CG8815,protein_coding,Sin3A
FBgn0015522,olf186-M,CG14489,protein_coding,olf186-M
FBgn0033389,Rad51D,CG2412,protein_coding,Rad51 recombinase D
FBgn0025679,Klf15,CG2932,protein_coding,Kruppel-like factor 15
FBgn0039068,Pex11c,CG13827,protein_coding,Peroxin 11c
FBgn0030334,Karl,CG4139,protein_coding,Karl
FBgn0035475,CG10866,CG10866,protein_coding,CG10866
FBgn0034568,CG3216,CG3216,protein_coding,CG3216
FBgn0035604,Ir64a,CG10633,protein_coding,Ionotropic receptor 64a
FBgn0262882,CG43237,CG43237,protein_coding,CG43237
FBgn0032856,CG16798,CG16798,protein_coding,CG16798
FBgn0261800,LanB1,CG7123,protein_coding,LanB1
FBgn0034428,AANATL6,CG18606,protein_coding,Arylalkylamine N-acetyltransferase-like 6
FBgn0266382,CR45024,CR45024,ncRNA,CR45024
FBgn0039783,PH4alphaNE2,CG9720,protein_coding,prolyl-4-hydroxylase-alpha NE2
FBgn0033653,CG13192,CG13192,protein_coding,CG13192
FBgn0265374,CR44315,CR44315,ncRNA,CR44315
FBgn0030012,CG18262,CG18262,protein_coding,CG18262
FBgn0263527,mir-4908,CR43512,ncRNA,mir-4908 stem loop
FBgn0039799,CG15543,CG15543,protein_coding,CG15543
FBgn0042085,Bap170,CG3274,protein_coding,Brahma associated protein 170kD
