"","Dmel.Gene.stable.ID","Dpse.Gene.stable.ID","Dpse.Gene.name","Dpse.Gene.type","LOC","Dmel.Gene.name.x","Dmel.orthology.confidence","Dmel.orthology.type","Dmel.Gene.name.y","Flybase.annotation.ID","Dmel.Gene.type","Dmel.Gene.description"
"9362","FBgn0038568","LOC6897962","","protein_coding",6897962,"CG14315",1,"ortholog_one2many","CG14315","CG14315","protein_coding","CG14315"
"9363","FBgn0038569","LOC4803171","","protein_coding",4803171,"CG7218",1,"ortholog_one2one","CG7218","CG7218","protein_coding","CG7218"
"9364","FBgn0038570","LOC6897963","","protein_coding",6897963,"Prx5",1,"ortholog_one2one","Prx5","CG7217","protein_coding","Peroxiredoxin 5"
"9365","FBgn0038571","LOC4803173","","protein_coding",4803173,"CG7215",1,"ortholog_one2one","CG7215","CG7215","protein_coding","CG7215"
"9366","FBgn0038575","LOC6897966","","protein_coding",6897966,"CG7208",0,"ortholog_one2many","CG7208","CG7208","protein_coding","CG7208"
"9367","FBgn0038576","LOC4803177","","protein_coding",4803177,"Arp5",1,"ortholog_one2one","Arp5","CG7940","protein_coding","Actin-related protein 5"
"9368","FBgn0038577","LOC4803178","","protein_coding",4803178,"CG12321",1,"ortholog_one2one","CG12321","CG12321","protein_coding","CG12321"
"9369","FBgn0038578","LOC4803179","","protein_coding",4803179,"MED17",1,"ortholog_one2one","MED17","CG7957","protein_coding","Mediator complex subunit 17"
"9370","FBgn0038579","LOC4803180","","protein_coding",4803180,"CG14313",1,"ortholog_one2one","CG14313","CG14313","protein_coding","CG14313"
"9371","FBgn0038581","LOC4803183","","protein_coding",4803183,"CG14314",1,"ortholog_one2one","CG14314","CG14314","protein_coding","CG14314"
"9372","FBgn0038582","LOC4803185","","protein_coding",4803185,"CG7988",1,"ortholog_one2one","CG7988","CG7988","protein_coding","CG7988"
"9373","FBgn0038583","LOC4803184","","protein_coding",4803184,"CG7183",1,"ortholog_one2one","CG7183","CG7183","protein_coding","CG7183"
"9374","FBgn0038584","LOC4803192","","protein_coding",4803192,"mTerf5",1,"ortholog_one2one","mTerf5","CG7175","protein_coding","mitochondrial transcription termination factor 5"
"9375","FBgn0038585","LOC4803191","","protein_coding",4803191,"Non3",1,"ortholog_one2one","Non3","CG7993","protein_coding","Novel nucleolar protein 3"
"9376","FBgn0038586","LOC4803190","","protein_coding",4803190,"CG7168",1,"ortholog_one2one","CG7168","CG7168","protein_coding","CG7168"
"9377","FBgn0038588","LOC4803187","","protein_coding",4803187,"CG7156",1,"ortholog_one2one","CG7156","CG7156","protein_coding","CG7156"
"9378","FBgn0038589",NA,NA,NA,NA,NA,NA,NA,"CG18598","CG18598","protein_coding","CG18598"
"9379","FBgn0038590","LOC4802239","","protein_coding",4802239,"CG12320",1,"ortholog_one2one","CG12320","CG12320","protein_coding","CG12320"
"9380","FBgn0038592","LOC4802235","","protein_coding",4802235,"CG18599",1,"ortholog_one2one","CG18599","CG18599","protein_coding","CG18599"
"9381","FBgn0038593","LOC4802234","","protein_coding",4802234,"Vps39",1,"ortholog_one2one","Vps39","CG7146","protein_coding","Vacuolar protein sorting 39"
"9382","FBgn0038595","LOC4802383","","protein_coding",4802383,"CG7142",1,"ortholog_one2one","CG7142","CG7142","protein_coding","CG7142"
"9383","FBgn0038596","LOC4802381","","protein_coding",4802381,"CG14312",1,"ortholog_one2one","CG14312","CG14312","protein_coding","CG14312"
"9384","FBgn0038597","LOC4802380","","protein_coding",4802380,"CG8064",1,"ortholog_one2one","CG8064","CG8064","protein_coding","CG8064"
"9385","FBgn0038598","LOC4802853","","protein_coding",4802853,"CG7131",0,"ortholog_one2one","CG7131","CG7131","protein_coding","CG7131"
"9386","FBgn0038601","LOC6897032","","protein_coding",6897032,"Polr1E",0,"ortholog_one2one","Polr1E","CG18600","protein_coding","RNA polymerase I subunit E"
"9387","FBgn0038602","LOC6897219","","protein_coding",6897219,"CG7126",1,"ortholog_one2one","CG7126","CG7126","protein_coding","CG7126"
"9388","FBgn0038603","LOC6897218","","protein_coding",6897218,"PKD",1,"ortholog_one2one","PKD","CG7125","protein_coding","Protein Kinase D"
"9389","FBgn0038606","LOC4801457","","protein_coding",4801457,"CG15803",1,"ortholog_one2one","CG15803","CG15803","protein_coding","CG15803"
"9390","FBgn0038607","LOC4801456","","protein_coding",4801456,"hmw",1,"ortholog_one2one","hmw","CG7669","protein_coding","hemingway"
"9391","FBgn0038608","LOC4801455","","protein_coding",4801455,"WRNexo",1,"ortholog_one2one","WRNexo","CG7670","protein_coding","WRN exonuclease"
"9392","FBgn0038609","LOC4801454","","protein_coding",4801454,"Nup43",1,"ortholog_one2one","Nup43","CG7671","protein_coding","Nucleoporin 43kD"
"9393","FBgn0038610","LOC4801451","","protein_coding",4801451,"CG7675",1,"ortholog_one2one","CG7675","CG7675","protein_coding","CG7675"
"9394","FBgn0038611","LOC4801450","","protein_coding",4801450,"CG14309",1,"ortholog_one2one","CG14309","CG14309","protein_coding","CG14309"
"9395","FBgn0038612",NA,NA,NA,NA,NA,NA,NA,"cona","CG7676","protein_coding","corona"
"9396","FBgn0038613","LOC4801443","","protein_coding",4801443,"Vha100-4",0,"ortholog_one2one","Vha100-4","CG7678","protein_coding","Vacuolar H[+] ATPase 100kD subunit 4"
"9397","FBgn0038617","LOC4801448","","protein_coding",4801448,"Wdr37",1,"ortholog_one2many","Wdr37","CG12333","protein_coding","WD repeat domain 37"
"9398","FBgn0038617","LOC117183243","","protein_coding",117183243,"Wdr37",1,"ortholog_one2many","Wdr37","CG12333","protein_coding","WD repeat domain 37"
"9399","FBgn0038619","LOC4801446","","protein_coding",4801446,"CG7685",1,"ortholog_one2one","CG7685","CG7685","protein_coding","CG7685"
"9400","FBgn0038621","LOC4801444","","protein_coding",4801444,"CG10864",1,"ortholog_one2one","CG10864","CG10864","protein_coding","CG10864"
"9401","FBgn0038626","LOC6901895","","protein_coding",6901895,"CG7691",0,"ortholog_one2many","CG7691","CG7691","protein_coding","CG7691"
"9402","FBgn0038626","LOC4801441","","protein_coding",4801441,"CG7691",1,"ortholog_one2many","CG7691","CG7691","protein_coding","CG7691"
"9403","FBgn0038627","LOC4801440","","protein_coding",4801440,"CG7694",1,"ortholog_one2one","CG7694","CG7694","protein_coding","CG7694"
"9404","FBgn0038629","LOC4801438","","protein_coding",4801438,"CG14304",1,"ortholog_one2one","CG14304","CG14304","protein_coding","CG14304"
"9405","FBgn0038630","LOC4801436","","protein_coding",4801436,"Tssk",1,"ortholog_one2one","Tssk","CG14305","protein_coding","Testis-specific serine/threonine kinase"
"9406","FBgn0038631","LOC6897099","","protein_coding",6897099,"CG7695",0,"ortholog_one2one","CG7695","CG7695","protein_coding","CG7695"
"9407","FBgn0038632","LOC4801435","","protein_coding",4801435,"CG14301",1,"ortholog_one2one","CG14301","CG14301","protein_coding","CG14301"
"9408","FBgn0038638","LOC4801428","","protein_coding",4801428,"CG7702",1,"ortholog_one2one","CG7702","CG7702","protein_coding","CG7702"
"9409","FBgn0038640",NA,NA,NA,NA,NA,NA,NA,"CG7706","CG7706","protein_coding","CG7706"
"9410","FBgn0038641","LOC4801345","","protein_coding",4801345,"ChT",1,"ortholog_one2one","ChT","CG7708","protein_coding","Choline transporter"
"9411","FBgn0038642","LOC6897152","","protein_coding",6897152,"Muc91C",1,"ortholog_one2one","Muc91C","CG7709","protein_coding","Mucin 91C"
"9412","FBgn0038643","LOC6897151","","protein_coding",6897151,"CG14300",1,"ortholog_one2one","CG14300","CG14300","protein_coding","CG14300"
"9413","FBgn0038645","LOC4801341","","protein_coding",4801341,"CG7714",1,"ortholog_one2one","CG7714","CG7714","protein_coding","CG7714"
"9414","FBgn0038646","LOC4801340","","protein_coding",4801340,"CG7715",1,"ortholog_one2one","CG7715","CG7715","protein_coding","CG7715"
"9415","FBgn0038647","LOC4801338","","protein_coding",4801338,"CG14302",1,"ortholog_one2one","CG14302","CG14302","protein_coding","CG14302"
"9416","FBgn0038649","LOC4801336","","protein_coding",4801336,"PGS1",1,"ortholog_one2one","PGS1","CG7718","protein_coding","Phosphatidylglycerophosphate synthase 1"
"9417","FBgn0038651","LOC4801975","","protein_coding",4801975,"Epg5",0,"ortholog_one2one","Epg5","CG14299","protein_coding","ectopic P-granules autophagy protein 5"
"9418","FBgn0038652","LOC4801824","","protein_coding",4801824,"CG7720",1,"ortholog_one2one","CG7720","CG7720","protein_coding","CG7720"
"9419","FBgn0038653","LOC4801825","","protein_coding",4801825,"Octalpha2R",1,"ortholog_one2one","Octalpha2R","CG18208","protein_coding","alpha2-adrenergic-like octopamine receptor"
"9420","FBgn0038654","LOC4801826","","protein_coding",4801826,"CG14298",1,"ortholog_one2one","CG14298","CG14298","protein_coding","CG14298"
"9421","FBgn0038655","LOC4801827","","protein_coding",4801827,"CG14297",1,"ortholog_one2one","CG14297","CG14297","protein_coding","CG14297"
"9422","FBgn0038656",NA,NA,NA,NA,NA,NA,NA,"CG14294","CG14294","protein_coding","CG14294"
"9423","FBgn0038658","LOC4801829","","protein_coding",4801829,"CG14292",1,"ortholog_one2one","CG14292","CG14292","protein_coding","CG14292"
"9424","FBgn0038659","LOC4801830","","protein_coding",4801830,"EndoA",1,"ortholog_one2one","EndoA","CG14296","protein_coding","Endophilin A"
"9425","FBgn0038660","LOC4801831","","protein_coding",4801831,"Sgsh",1,"ortholog_one2one","Sgsh","CG14291","protein_coding","N-sulfoglucosamine sulfohydrolase"
"9426","FBgn0038662","LOC4801833","","protein_coding",4801833,"Mpc1",1,"ortholog_one2one","Mpc1","CG14290","protein_coding","Mitochondrial pyruvate carrier"
"9427","FBgn0038665","LOC4801836","","protein_coding",4801836,"euc",1,"ortholog_one2one","euc","CG12269","protein_coding","eucalyptus"
"9428","FBgn0038666","LOC4801837","","protein_coding",4801837,"Smu1",1,"ortholog_one2one","Smu1","CG5451","protein_coding","Smu1 spliceosomal factor"
"9429","FBgn0038672","LOC4801841","","protein_coding",4801841,"CG6005",1,"ortholog_one2one","CG6005","CG6005","protein_coding","CG6005"
"9430","FBgn0038673","LOC6901672","","protein_coding",6901672,"CG14286",0,"ortholog_one2one","CG14286","CG14286","protein_coding","CG14286"
"9431","FBgn0038674","LOC4800516","","protein_coding",4800516,"CG14285",1,"ortholog_one2one","CG14285","CG14285","protein_coding","CG14285"
"9432","FBgn0038675","LOC4801001","","protein_coding",4801001,"CG6013",1,"ortholog_one2one","CG6013","CG6013","protein_coding","CG6013"
"9433","FBgn0038676","LOC6896990","","protein_coding",6896990,"CG6026",1,"ortholog_one2one","CG6026","CG6026","protein_coding","CG6026"
"9434","FBgn0038678","LOC6899370","","protein_coding",6899370,"mRpL55",1,"ortholog_one2one","mRpL55","CG14283","protein_coding","mitochondrial ribosomal protein L55"
"9435","FBgn0038679","LOC4801004","","protein_coding",4801004,"CG6040",1,"ortholog_one2one","CG6040","CG6040","protein_coding","CG6040"
"9436","FBgn0038680","LOC117183318","","protein_coding",117183318,"Cyp12a5",1,"ortholog_many2many","Cyp12a5","CG11821","protein_coding","Cytochrome P450 12a5"
"9437","FBgn0038680","LOC6896995","","protein_coding",6896995,"Cyp12a5",1,"ortholog_many2many","Cyp12a5","CG11821","protein_coding","Cytochrome P450 12a5"
"9438","FBgn0038680","LOC6896994","","protein_coding",6896994,"Cyp12a5",1,"ortholog_many2many","Cyp12a5","CG11821","protein_coding","Cytochrome P450 12a5"
"9439","FBgn0038680","LOC6896996","","protein_coding",6896996,"Cyp12a5",1,"ortholog_many2many","Cyp12a5","CG11821","protein_coding","Cytochrome P450 12a5"
"9440","FBgn0038681","LOC6896996","","protein_coding",6896996,"Cyp12a4",1,"ortholog_many2many","Cyp12a4","CG6042","protein_coding","Cytochrome P450 12a4"
"9441","FBgn0038681","LOC6896994","","protein_coding",6896994,"Cyp12a4",1,"ortholog_many2many","Cyp12a4","CG6042","protein_coding","Cytochrome P450 12a4"
"9442","FBgn0038681","LOC117183318","","protein_coding",117183318,"Cyp12a4",1,"ortholog_many2many","Cyp12a4","CG6042","protein_coding","Cytochrome P450 12a4"
"9443","FBgn0038681","LOC6896995","","protein_coding",6896995,"Cyp12a4",1,"ortholog_many2many","Cyp12a4","CG6042","protein_coding","Cytochrome P450 12a4"
"9444","FBgn0038682","LOC4801008","","protein_coding",4801008,"CG5835",1,"ortholog_one2one","CG5835","CG5835","protein_coding","CG5835"
"9445","FBgn0038683","LOC4801009","","protein_coding",4801009,"CG11779",1,"ortholog_one2one","CG11779","CG11779","protein_coding","CG11779"
"9446","FBgn0038685","LOC4803238","","protein_coding",4803238,"CG14282",1,"ortholog_one2one","CG14282","CG14282","protein_coding","CG14282"
"9447","FBgn0038686","LOC4803239","","protein_coding",4803239,"CG5555",1,"ortholog_one2one","CG5555","CG5555","protein_coding","CG5555"
"9448","FBgn0038690","LOC4803243","","protein_coding",4803243,"CG11703",0,"ortholog_one2one","CG11703","CG11703","protein_coding","CG11703"
"9449","FBgn0038691",NA,NA,NA,NA,NA,NA,NA,"CG5250","CG5250","protein_coding","CG5250"
"9450","FBgn0038692","LOC4803245","","protein_coding",4803245,"Polr2M",1,"ortholog_one2one","Polr2M","CG3773","protein_coding","RNA polymerase II subunit M"
"9451","FBgn0038693","LOC4803246","","protein_coding",4803246,"unc79",1,"ortholog_one2one","unc79","CG5237","protein_coding","uncoordinated 79"
"9452","FBgn0038694","LOC4803247","","protein_coding",4803247,"CG5217",1,"ortholog_one2one","CG5217","CG5217","protein_coding","CG5217"
"9453","FBgn0038695","LOC4803248","","protein_coding",4803248,"CG14280",1,"ortholog_one2one","CG14280","CG14280","protein_coding","CG14280"
"9454","FBgn0038697","LOC4803251","","protein_coding",4803251,"CG3581",1,"ortholog_one2one","CG3581","CG3581","protein_coding","CG3581"
"9455","FBgn0038700","LOC4803255","","protein_coding",4803255,"CG3734",1,"ortholog_one2one","CG3734","CG3734","protein_coding","CG3734"
"9456","FBgn0038701","LOC4803254","","protein_coding",4803254,"CG18493",1,"ortholog_one2one","CG18493","CG18493","protein_coding","CG18493"
"9457","FBgn0038702","LOC4803256","","protein_coding",4803256,"CG3739",1,"ortholog_one2one","CG3739","CG3739","protein_coding","CG3739"
"9458","FBgn0038704","LOC4803259","","protein_coding",4803259,"Aptx",1,"ortholog_one2one","Aptx","CG5316","protein_coding","aprataxin"
"9459","FBgn0038705","LOC4803257","","protein_coding",4803257,"CG11626",1,"ortholog_one2one","CG11626","CG11626","protein_coding","CG11626"
"9460","FBgn0038706","LOC4803260","","protein_coding",4803260,"CG3517",1,"ortholog_one2one","CG3517","CG3517","protein_coding","CG3517"
"9461","FBgn0038708","LOC6902103","","protein_coding",6902103,"Scsalpha2",0,"ortholog_one2one","Scsalpha2","CG6255","protein_coding","Succinyl-coenzyme A synthetase alpha subunit 2"
"9462","FBgn0038709","LOC4803263","","protein_coding",4803263,"CG15025",0,"ortholog_one2many","CG15025","CG15025","protein_coding","CG15025"
"9463","FBgn0038714","LOC4803265","","protein_coding",4803265,"Cpr92A",1,"ortholog_one2one","Cpr92A","CG6240","protein_coding","Cuticular protein 92A"
"9464","FBgn0038715","LOC6897986","","protein_coding",6897986,"CG7333",1,"ortholog_one2one","CG7333","CG7333","protein_coding","CG7333"
"9465","FBgn0038716","LOC4803270","","protein_coding",4803270,"CG7342",1,"ortholog_one2one","CG7342","CG7342","protein_coding","CG7342"
"9466","FBgn0038717","LOC4803268","","protein_coding",4803268,"CG17751",1,"ortholog_one2many","CG17751","CG17751","protein_coding","CG17751"
"9467","FBgn0038718","LOC4803268","","protein_coding",4803268,"CG17752",1,"ortholog_one2many","CG17752","CG17752","protein_coding","CG17752"
"9468","FBgn0038719",NA,NA,NA,NA,NA,NA,NA,"CG16727","CG16727","protein_coding","CG16727"
"9469","FBgn0038720","LOC6897987","","protein_coding",6897987,"CG6231",1,"ortholog_one2one","CG6231","CG6231","protein_coding","CG6231"
"9470","FBgn0038721","LOC4803272","","protein_coding",4803272,"subdued",1,"ortholog_many2many","subdued","CG16718","protein_coding","subdued"
"9471","FBgn0038722","LOC4803274","","protein_coding",4803274,"Nup58",1,"ortholog_one2one","Nup58","CG7360","protein_coding","Nucleoporin 58kD"
"9472","FBgn0038723","LOC4803275","","protein_coding",4803275,"CG6195",1,"ortholog_one2one","CG6195","CG6195","protein_coding","CG6195"
"9473","FBgn0038725","LOC117183337","","protein_coding",117183337,"CG6184",1,"ortholog_one2many","CG6184","CG6184","protein_coding","CG6184"
"9474","FBgn0038725","LOC6897988","","protein_coding",6897988,"CG6184",1,"ortholog_one2many","CG6184","CG6184","protein_coding","CG6184"
"9475","FBgn0038727","LOC4803278","","protein_coding",4803278,"CG7432",1,"ortholog_one2one","CG7432","CG7432","protein_coding","CG7432"
"9476","FBgn0038730","LOC6897994","","protein_coding",6897994,"Acsx1L",0,"ortholog_many2many","Acsx1L","CG6300","protein_coding","Acyl-CoA synthetase X1 L"
"9477","FBgn0038730","LOC4803281","","protein_coding",4803281,"Acsx1L",1,"ortholog_many2many","Acsx1L","CG6300","protein_coding","Acyl-CoA synthetase X1 L"
"9478","FBgn0038731","LOC4803281","","protein_coding",4803281,"Acsx1R",1,"ortholog_many2many","Acsx1R","CG11659","protein_coding","Acyl-CoA synthetase X1 R"
"9479","FBgn0038731","LOC6897994","","protein_coding",6897994,"Acsx1R",0,"ortholog_many2many","Acsx1R","CG11659","protein_coding","Acyl-CoA synthetase X1 R"
"9480","FBgn0038732","LOC4803283","","protein_coding",4803283,"Acsx2",1,"ortholog_one2one","Acsx2","CG11391","protein_coding","Acyl-CoA synthetase X2"
"9481","FBgn0038733","LOC6897994","","protein_coding",6897994,"Acsx3",1,"ortholog_many2many","Acsx3","CG11407","protein_coding","Acyl-CoA synthetase X3"
"9482","FBgn0038733","LOC4803281","","protein_coding",4803281,"Acsx3",0,"ortholog_many2many","Acsx3","CG11407","protein_coding","Acyl-CoA synthetase X3"
"9483","FBgn0038734","LOC6897995","","protein_coding",6897995,"Acsx4",1,"ortholog_one2one","Acsx4","CG11453","protein_coding","Acyl-CoA synthetase X4"
"9484","FBgn0038735","LOC4803286","","protein_coding",4803286,"MICU3",1,"ortholog_one2one","MICU3","CG4662","protein_coding","Mitochondrial calcium uptake 3"
"9485","FBgn0038737","LOC4802910","","protein_coding",4802910,"Mrm2",1,"ortholog_one2one","Mrm2","CG11447","protein_coding","Mitochondrial rRNA methyltransferase 2"
"9486","FBgn0038738","LOC4802909","","protein_coding",4802909,"CG4572",1,"ortholog_one2one","CG4572","CG4572","protein_coding","CG4572"
"9487","FBgn0038739","LOC4802908","","protein_coding",4802908,"CG4686",1,"ortholog_many2many","CG4686","CG4686","protein_coding","CG4686"
"9488","FBgn0038739","LOC6901468","","protein_coding",6901468,"CG4686",0,"ortholog_many2many","CG4686","CG4686","protein_coding","CG4686"
"9489","FBgn0038739","LOC6902194","","protein_coding",6902194,"CG4686",0,"ortholog_many2many","CG4686","CG4686","protein_coding","CG4686"
"9490","FBgn0038740",NA,NA,NA,NA,NA,NA,NA,"Mrp5","CG4562","protein_coding","Multidrug resistance protein 5"
"9491","FBgn0038741","LOC4802907","","protein_coding",4802907,"CG17186",1,"ortholog_one2one","CG17186","CG17186","protein_coding","CG17186"
"9492","FBgn0038742","LOC4802905","","protein_coding",4802905,"Arc42",1,"ortholog_one2one","Arc42","CG4703","protein_coding","Activator-recruited cofactor subunit 42"
